# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:46:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b54205292.json
# init = 2 (Default)
# random
#   seed = 1080559435
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252146-2-04bb73.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252146-2-145dde.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-11.223545,1,1,2,3,0,11.232079,0.92556079,2.466821,2.2831928,0.18362821,0.7374853,-1.4936179,-0.29495128,-inf,-0.3932434,6,3,3,8,2,4,1,4,8,4,-2.100108,0.76935024,1.3174954,1.0136154,0.30388001
-11.223545,0,14.38551,0,1,1,12.53663,0.92556079,2.466821,2.2831928,0.18362821,0.7374853,-1.4936179,-0.29495128,-inf,-0.3932434,7,5,4,8,4,8,2,6,7,4,-2.100108,0.30802972,1.5079278,0.46448657,1.0434412
-11.223545,9.3979456e-50,2.4311673,1,1,0,11.276369,0.92556079,2.466821,2.2831928,0.18362821,0.7374853,-1.4936179,-0.29495128,-inf,-0.3932434,8,1,6,8,1,8,1,6,8,5,-2.100108,0.81220088,3.641286,2.9574557,0.68383031
-10.157454,0.99932331,0.23979141,3,7,0,11.914384,0.8762827,1.6019558,1.4037662,0.19818965,0.61065498,-1.2911923,-0.35354254,-inf,-0.44177785,7,4,4,6,3,7,2,7,7,5,-1.2255785,0.28432601,2.101918,0.59762996,1.5042881
-9.2136277,0.99406538,0.32370595,3,11,0,11.252035,0.30474493,3.355532,1.0225814,2.3329506,-0.28969059,-0.54457222,-0.48612628,-inf,-0.80417344,8,2,4,8,3,5,4,5,8,5,-1.731935,0.42236719,1.969514,0.8318581,1.1376559
-8.6722495,0.98184768,0.49730587,2,5,0,9.49489,0.52725567,1.279783,0.67477284,0.60501015,0.083394416,-0.79771124,-0.45808264,-inf,-0.57398607,8,2,6,7,2,6,2,8,7,3,-0.46863977,0.61069114,0.75183586,0.4591395,0.29269636
-8.1621812,0.86537779,0.80033292,2,3,0,8.9017359,0.60486697,1.6923899,1.0236708,0.66871917,0.21376614,-0.87775598,-0.38751041,-inf,-0.48384315,8,1,6,7,2,7,3,4,8,4,-0.44723476,0.42020703,1.0721338,0.45051815,0.62161563
-8.1621812,0.16887104,0.94071392,1,3,0,9.6269847,0.60486697,1.6923899,1.0236708,0.66871917,0.21376614,-0.87775598,-0.38751041,-inf,-0.48384315,8,2,5,7,3,7,2,7,6,7,-0.44723476,0.84121071,7.7466844,6.5165939,1.2300905
-9.1719935,0.98815554,0.12651665,3,7,0,9.624535,0.68387014,1.1487907,0.78562368,0.36316705,0.29876777,-0.96404925,-0.43163357,-inf,-0.51410001,5,2,6,6,3,8,5,2,4,3,-0.71913269,0.42902657,1.8030409,0.77355246,1.0294884
-8.6212849,0.99692963,0.2243969,4,15,0,9.7179012,0.74181136,2.8278375,2.097722,0.73011551,0.46132856,-1.1168179,-0.28588364,-inf,-0.36420485,7,3,1,6,4,8,3,5,7,3,-1.3662069,0.34897544,0.44423561,0.15502732,0.28920829
