# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = WeightedAgent_model
# start_datetime = 2026-04-25 19:47:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b546427d7e.json
# init = 2 (Default)
# random
#   seed = 935991843
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-202604252147-1-0309b1.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/WeightedAgent-profile-202604252147-1-0c7753.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=WeightedAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,rho,kappa,weight_direct,weight_social,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,rho_prior,kappa_prior,wd_prior,ws_prior
-18.021474,7.4751353e-10,1,1,1,0,19.017704,0.35099441,0.28332079,0.099444011,0.18387678,-0.86991669,-0.94897796,-inf,-0.88917345,-0.51173296,7,6,6,4,8,7,1,8,6,6,-6.2909096,0.17286114,1.7279254,0.29869115,1.4292342
-18.021474,0,2.3350648,0,1,1,18.067674,0.35099441,0.28332079,0.099444011,0.18387678,-0.86991669,-0.94897796,-inf,-0.88917345,-0.51173296,4,5,7,5,7,3,7,7,5,4,-6.2909096,0.092064053,2.3534294,0.21666625,2.1367631
-15.447318,1,0.23023585,2,3,0,18.187874,0.39192903,0.38644512,0.15145906,0.23498606,-0.79930356,-0.93639439,-inf,-0.80340562,-0.43700059,3,7,2,3,8,5,6,6,6,8,-4.3223019,0.60906396,0.98068436,0.5972995,0.38338485
-10.770514,1,0.23979141,2,3,0,15.466018,0.48536617,0.90765736,0.44054618,0.46711118,-0.66334811,-1.0094355,-inf,-0.58615979,-0.26051909,2,7,7,6,5,7,6,4,3,8,-0.97260709,0.75848651,3.1390263,2.3809091,0.75811719
-12.114015,0.93293224,0.32433241,2,3,0,12.265394,0.44645947,0.65773051,0.29365001,0.36408049,-0.69908721,-0.95514612,-inf,-0.66462403,-0.31759056,4,4,7,5,6,5,7,6,7,8,-1.8864636,0.61200773,1.4603661,0.89375536,0.56661077
-10.964726,1,0.41528248,2,3,0,12.75932,0.57265963,4.5801014,2.6228392,1.9572622,-0.61907349,-1.3404233,-inf,-0.34490262,-0.11164994,5,6,5,2,6,1,7,7,5,6,-2.7364608,0.44369452,3.7542962,1.6657606,2.0885355
-9.2777659,0.99101325,0.70309948,1,3,0,10.543208,0.36295307,2.7710413,1.005758,1.7652833,-0.43224001,-0.83960552,-inf,-0.4786214,-0.058317356,4,7,6,3,5,5,7,8,5,7,-1.1302998,0.5778363,0.80325447,0.46414959,0.33910487
-9.2777659,7.6414794e-05,1.2192854,1,3,1,10.611034,0.36295307,2.7710413,1.005758,1.7652833,-0.43224001,-0.83960552,-inf,-0.4786214,-0.058317356,2,8,6,3,7,6,8,7,7,7,-1.1302998,0.9250966,1.8620482,1.7225744,0.13947373
-9.5621314,0.99881598,0.096716957,5,31,0,9.7994674,0.27725093,1.5489188,0.4294392,1.1194797,-0.46459482,-0.71390645,-inf,-0.5864528,-0.16351428,5,5,5,3,8,6,5,7,7,5,-0.60976704,0.46401948,0.73832801,0.34259858,0.39572943
-11.687311,0.94542936,0.17718544,2,5,0,13.076385,0.19114352,5.0821942,0.9714285,4.1107657,-0.30750527,-0.55085827,-inf,-0.5689582,-0.17378882,5,3,8,6,7,6,3,8,3,7,-3.6661098,0.26228417,2.4161212,0.63371034,1.7824109
