# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = ProbAgent_model
# start_datetime = 2026-04-25 19:46:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/7_/txf_yc3n3ws8m_z7jz1j51nr0000gn/T/Rtmppvu42V/standata-168b53882f442.json
# init = 2 (Default)
# random
#   seed = 1942195379
# output
#   file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-202604252146-1-223360.csv
#   diagnostic_file =  (Default)
#   refresh = 0
#   sig_figs = 8 (Default)
#   profile_file = /Users/magnusseverin/Documents/GitHub/Advanced_Cognitive_Modeling/Assignment03/src/simmodels/temp/ProbAgent-profile-202604252146-1-38d30c.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=ProbAgent_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,w,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,prior_pred.1,prior_pred.2,prior_pred.3,prior_pred.4,prior_pred.5,posterior_pred.1,posterior_pred.2,posterior_pred.3,posterior_pred.4,posterior_pred.5,lprior,w_prior
-12.575348,4.4222246e-07,4,1,3,0,13.235844,0.13559544,-0.49093507,-0.58365164,-0.7039947,-inf,-1.0945818,8,2,5,8,2,5,4,5,5,2,-0.35203445,0.59157218
-12.575348,0.00012305813,2.3350667,2,3,0,13.574793,0.13559544,-0.49093507,-0.58365164,-0.7039947,-inf,-1.0945818,4,2,7,7,2,6,1,6,7,3,-0.35203445,0.40995782
-12.858048,0.99972789,0.23030288,3,7,0,12.867952,0.11955527,-0.51500042,-0.57821501,-0.71519117,-inf,-1.1265054,7,4,8,8,3,5,3,4,7,3,-0.45954519,0.46879626
-12.281215,0.99940065,0.23969647,2,5,0,13.358086,0.15452059,-0.46265221,-0.59042338,-0.69107272,-inf,-1.05845,6,1,7,7,4,5,1,3,7,2,-0.24351991,0.84156955
-12.167922,1,0.32364004,1,1,0,12.287874,0.16249468,-0.45077097,-0.5933934,-0.68572148,-inf,-1.0437073,8,2,6,5,4,7,4,3,6,2,-0.20267822,0.59556558
-11.943333,1,0.50607578,2,3,0,12.191078,0.17956879,-0.42540154,-0.59998763,-0.6744497,-inf,-1.0130703,7,3,7,8,5,7,3,4,7,2,-0.12336265,0.95553772
-11.682824,1,0.8614013,1,1,0,12.117125,0.20176489,-0.39256468,-0.60904318,-0.66017631,-inf,-0.97507675,8,8,6,8,3,6,3,5,7,3,-0.034244791,0.46531917
-10.209006,1,1.5413641,1,1,0,11.032698,0.43157923,-0.06170468,-0.73695689,-0.53781126,-inf,-0.68568754,6,2,7,8,3,6,2,6,6,2,0.38656196,0.49182126
-10.209006,0.0088555983,2.8381595,2,3,0,10.212833,0.43157923,-0.06170468,-0.73695689,-0.53781126,-inf,-0.68568754,7,5,5,6,5,5,6,5,7,2,0.38656196,0.24753494
-10.068427,0.99988739,0.23193792,3,11,0,10.235096,0.62092729,0.19917265,-0.89525451,-0.47284174,-inf,-0.56276151,8,3,5,8,6,8,1,7,7,5,0.34519093,0.5999859
-11.043656,0.93226378,0.43413051,2,5,0,11.767097,0.27080922,-0.29143745,-0.64078492,-0.61852574,-inf,-0.86924678,8,2,5,6,5,8,2,4,4,2,0.16959889,0.65249072
